ID,index,IDC,MT_TOT,NB,KEYMAX,KEYMIN,"('KEY2', 'KEY2MAX')","('KEY2', 'KEY2MIN')",2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,PMG,PMG2,REC,RECENCE
1597,1597,3446,10.0,1,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,,,10.0,,,,,,,,,,,,,4. P,4,3,4
1598,1598,3447,35.0,17,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,35.0,,,,,,,1.5,,,2.5,,,,14.0,5.5,1.5,,,10.0,4. P,4,3,4
1599,1599,3452,2215.0,1563,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,543.0,342.5,495.5,467.0,367.0,5.0,24.0,3.0,243.0,17.0,1872.0,,1.0,,,2.0,19.5,,,28.5,3. M,3,4,0
1600,1600,3454,6.5,13,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,6.5,,,,,6.5,,,,,,,,,,,,,,,4. P,4,3,4
1601,1601,3456,10.0,2,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,10.0,,,,,,,,,,,,,,,4. P,4,3,4
1602,1602,3464,2.0,1,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,4. P,4,3,4
1603,1603,3465,136.5,141,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,136.5,,,,,35.0,36.0,1.0,1.5,1.0,18.0,,,0.5,4.0,8.5,13.5,8.5,7.0,2.0,4. P,4,3,4
1604,1604,3466,34.5,6,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,34.5,,,,,,4.5,16.0,14.0,,,,,,,,,,,,4. P,4,3,4
1605,1605,3475,31.0,13,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,31.0,,,,,5.0,20.0,1.0,,0.5,,,,,,4.5,,,,,4. P,4,3,4
1606,1606,3477,41.0,2,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,41.0,,,,,,41.0,,,,,,,,,,,,,,4. P,4,3,4
1607,1607,3484,2.0,2,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,4. P,4,3,3
1608,1608,3486,19.0,13,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,19.0,,,,,8.0,11.0,,,,,,,,,,,,,,4. P,4,3,4
1609,1609,3495,1.0,2,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,4. P,4,3,4
1610,1610,3496,10.0,2,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,10.0,,,,,,,,,,,,,,,4. P,4,3,4
1611,1611,3523,605.0,368,2014-09-01,2014-07-01,24177,24175,,,,,,,,,,,,,,,,,,327.0,,278.0,,,39.0,433.5,3.5,5.5,,20.0,5.0,10.5,,2.0,24.0,48.5,2.0,,11.5,4. P,4,3,2
1612,1612,3533,10.0,11,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,0.5,,2.0,,1.5,,6.0,,4. P,4,3,4
1613,1613,3534,49.5,24,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,49.5,,,,,28.0,,,,,20.5,,,,,,1.0,,,,4. P,4,3,4
1614,1614,3536,169.0,76,2014-09-01,2014-07-01,24177,24175,,,,,,,,,,,,,,,,,,139.0,4.0,26.0,,,31.0,138.0,,,,,,,,,,,,,,4. P,4,3,2
1615,1615,3537,138.5,54,2014-09-01,2014-07-01,24177,24175,,,,,,,,,,,,,,,,,,39.5,85.0,14.0,,,7.0,13.0,1.5,,,,,,2.5,82.0,,10.0,22.5,,,4. P,4,3,2
1616,1616,3539,190.5,150,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,62.0,47.5,31.5,30.0,19.5,,1.0,,,,2.5,,,10.5,131.0,38.0,,,7.5,,4. P,4,4,0
1617,1617,3540,96.0,165,2014-08-01,2014-07-01,24176,24175,,,,,,,,,,,,,,,,,,78.5,17.5,,,,3.0,70.5,0.5,4.0,1.0,11.5,,0.5,,,3.0,1.5,,,0.5,4. P,4,3,3
1618,1618,3542,291.5,20,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,291.5,,,,,37.0,217.0,33.5,,,4.0,,,,,,,,,,4. P,4,3,4
1619,1619,3545,1351.0,454,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,808.5,365.5,61.5,20.0,95.5,321.0,712.0,47.5,23.5,15.0,,,12.0,,5.0,144.0,30.5,,,40.5,4. P,4,4,0
1620,1620,3548,232.5,153,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,232.5,,,,,,,,,,,35.0,,24.5,36.0,63.5,,26.0,31.0,16.5,4. P,4,3,4
1621,1621,3550,129.0,142,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,129.0,,,,,108.5,18.0,,,,,,,,,,2.5,,,,4. P,4,3,4
1622,1622,3556,5.0,7,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,5.0,,,,,3.5,1.5,,,,,,,,,,,,,,4. P,4,3,4
1623,1623,3561,4123.5,2673,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,834.0,826.5,725.0,1008.0,730.0,1669.5,638.5,99.5,965.5,576.5,2.5,,14.0,,3.0,4.5,48.0,88.0,2.5,11.5,3. M,3,4,0
1624,1624,3568,7980.0,110,2014-09-01,2014-07-01,24177,24175,,,,,,,,,,,,,,,,,,822.0,4190.0,2968.0,,,341.0,7639.0,,,,,,,,,,,,,,3. M,3,3,2
1625,1625,3573,29.5,13,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,29.5,,,,,26.0,,3.0,,0.5,,,,,,,,,,,4. P,4,3,4
1626,1626,3576,10.0,10,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,4.5,,,,,,,,,,,5.5,,,,4. P,4,3,4
1627,1627,3578,56.5,60,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,56.5,,,,,19.0,23.0,,,,,,,,,,14.5,,,,4. P,4,3,4
1628,1628,3579,326.5,196,2014-08-01,2014-07-01,24176,24175,,,,,,,,,,,,,,,,,,256.0,70.5,,,,,,0.5,,,1.0,,,,229.0,0.5,,95.5,,,4. P,4,3,3
1629,1629,3582,44.5,39,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,44.5,,,,,24.5,13.0,,,,2.0,,2.5,,,,2.5,,,,4. P,4,3,4
1630,1630,3586,5.5,11,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,5.5,,,,,,,,1.0,,,,,,,,3.0,,,1.5,4. P,4,3,4
1631,1631,3593,80.0,21,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,80.0,,,,,54.0,24.0,,1.0,,,,1.0,,,,,,,,4. P,4,3,4
1632,1632,3594,11.5,11,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,11.5,,,,,4.0,2.5,,,,,,,,,,5.0,,,,4. P,4,3,4
1633,1633,3595,1498.1,1922,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,447.1,437.0,180.5,212.0,221.5,5.0,13.0,1.5,450.5,20.0,7.0,,26.0,415.5,123.0,137.0,121.0,5.0,62.6,111.0,4. P,4,4,0
1634,1634,3596,29.5,31,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,29.5,,,,,10.0,8.0,,,,10.5,,,,,,1.0,,,,4. P,4,3,4
1635,1635,3599,10.0,8,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,,9.0,,,,0.5,,,,,,,,,0.5,4. P,4,3,4
1636,1636,3604,977.0,46,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,977.0,,,,,52.0,890.0,4.0,,,,,,,,,31.0,,,,4. P,4,3,4
1637,1637,3610,1442.0,218,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,560.0,447.5,303.5,74.5,56.5,0.5,1.5,6.5,,5.5,,,,46.0,271.0,2.5,1101.0,,,7.5,4. P,4,4,0
1638,1638,3611,782.0,295,2014-10-01,2014-07-01,24178,24175,,,,,,,,,,,,,,,,,,37.0,,588.0,157.0,,31.0,751.0,,,,,,,,,,,,,,4. P,4,4,1
1639,1639,3613,10.0,8,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,5.0,2.0,,,,,,,,,,3.0,,,,4. P,4,3,4
1640,1640,3614,137.0,10,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,137.0,,,,,134.5,2.5,,,,,,,,,,,,,,4. P,4,3,4
1641,1641,3616,18.5,12,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,18.5,,,,,8.0,10.5,,,,,,,,,,,,,,4. P,4,3,4
1642,1642,3618,2.0,1,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,4. P,4,3,4
1643,1643,3619,13.0,18,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,13.0,,,,,,0.5,1.0,0.5,,6.0,,,,,0.5,2.0,,1.0,1.5,4. P,4,3,4
1644,1644,3620,6.0,11,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,6.0,,,,,2.0,4.0,,,,,,,,,,,,,,4. P,4,3,4
1645,1645,3622,22.0,16,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,22.0,,,,,9.0,11.0,,,,2.0,,,,,,,,,,4. P,4,3,4
1646,1646,3624,11.0,11,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,11.0,,,,,6.0,5.0,,,,,,,,,,,,,,4. P,4,3,4
1647,1647,3626,10.0,5,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,5.0,5.0,,,,,,,,,,,,,,4. P,4,3,4
1648,1648,3629,10.0,3,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,,10.0,,,,,,,,,,,,,,4. P,4,3,4
1649,1649,3630,523.0,251,2014-11-01,2014-10-01,24179,24178,,,,,,,,,,,,,,,,,,,,,287.0,236.0,361.5,158.5,,,3.0,,,,,,,,,,,4. P,4,4,0
1650,1650,3631,13.5,10,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,13.5,,,,,6.0,7.5,,,,,,,,,,,,,,4. P,4,3,4
1651,1651,3633,15.0,11,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,15.0,,,,,0.5,4.0,,,3.0,,,,,,,7.5,,,,4. P,4,3,4
1652,1652,3634,10.0,8,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,6.0,4.0,,,,,,,,,,,,,,4. P,4,3,4
1653,1653,3635,239.0,68,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,239.0,,,,,229.0,10.0,,,,,,,,,,,,,,4. P,4,3,4
1654,1654,3636,10.0,3,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,5.0,5.0,,,,,,,,,,,,,,4. P,4,3,4
1655,1655,3638,24.0,16,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,24.0,,,,,9.5,12.5,,,,2.0,,,,,,,,,,4. P,4,3,4
1656,1656,3640,3.0,6,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,4. P,4,3,4
1657,1657,3641,16.0,16,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,16.0,,,,,2.0,14.0,,,,,,,,,,,,,,4. P,4,3,4
1658,1658,3642,10.0,4,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,,10.0,,,,,,,,,,,,,,4. P,4,3,4
1659,1659,3644,10.0,6,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,6.0,4.0,,,,,,,,,,,,,,4. P,4,3,4
1660,1660,3645,10.0,8,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,7.0,3.0,,,,,,,,,,,,,,4. P,4,3,4
1661,1661,3646,85.5,76,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,85.5,,,,,67.5,14.0,,,,4.0,,,,,,,,,,4. P,4,3,4
1662,1662,3656,468.0,466,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,76.0,60.5,204.0,122.5,5.0,117.0,186.5,1.5,15.5,,28.5,5.0,7.0,0.5,7.0,42.5,15.0,,3.0,39.0,4. P,4,4,0
1663,1663,3658,20.0,4,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,20.0,,,,,20.0,,,,,,,,,,,,,,,4. P,4,3,4
1664,1664,3680,24.5,26,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,24.5,,,,,8.0,4.5,0.5,3.5,,,0.5,2.5,,,,2.0,,,3.0,4. P,4,3,4
1665,1665,3687,26.0,25,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,2.5,,4.5,3.5,15.5,5.0,15.0,,1.5,,,,,,4.0,,0.5,,,,4. P,4,4,0
1666,1666,3690,13.0,13,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,13.0,,,,,1.0,9.0,,,,0.5,,,,2.0,0.5,,,,,4. P,4,3,4
1667,1667,3696,3028.0,888,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,528.5,743.0,427.5,951.5,377.5,860.0,432.0,264.0,284.5,112.0,46.0,23.0,34.0,,,159.0,526.0,32.5,,255.0,3. M,3,4,0
1668,1668,3700,10.0,1,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,,10.0,,,,,,,,,,,,,,4. P,4,3,4
1669,1669,3701,48.0,31,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,48.0,,,,,,38.0,,9.0,,,,1.0,,,,,,,,4. P,4,3,4
1670,1670,3704,10.5,9,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.5,,,,,10.5,,,,,,,,,,,,,,,4. P,4,3,4
1671,1671,3708,1368.6,795,2014-10-01,2014-07-01,24178,24175,,,,,,,,,,,,,,,,,,727.75,293.75,177.0,170.1,,120.0,84.5,4.5,28.0,12.0,315.0,3.0,24.0,47.0,121.0,0.5,205.0,290.5,113.6,,4. P,4,4,1
1672,1672,3709,40.0,35,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,40.0,,,,,,15.0,1.5,1.5,,,,,14.0,,,,8.0,,,4. P,4,3,4
1673,1673,3711,14.0,17,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,14.0,,,,,13.0,1.0,,,,,,,,,,,,,,4. P,4,3,4
1674,1674,3718,6.0,3,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,3.0,3.0,,,,4. P,4,3,4
1675,1675,3720,29.0,15,2014-09-01,2014-07-01,24177,24175,,,,,,,,,,,,,,,,,,5.0,14.0,10.0,,,,,,,,,,,,,,,29.0,,,4. P,4,3,2
1676,1676,3721,143.5,17,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,86.0,,,,57.5,71.5,72.0,,,,,,,,,,,,,,4. P,4,4,0
1677,1677,3723,639.0,30,2014-08-01,2014-07-01,24176,24175,,,,,,,,,,,,,,,,,,474.5,164.5,,,,79.5,360.5,4.0,39.0,2.0,,,,,34.0,,120.0,,,,4. P,4,3,3
1678,1678,3730,329.0,23,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,329.0,,,,,117.0,143.0,43.0,,,25.0,,,,,1.0,,,,,4. P,4,3,4
1679,1679,3742,5.0,1,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,,4. P,4,3,4
1680,1680,3744,30.0,5,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,30.0,,,,4. P,4,3,4
1681,1681,3747,2.0,2,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,4. P,4,3,4
1682,1682,3752,2348.0,1332,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,129.5,732.5,165.0,265.0,1056.0,417.0,324.0,25.5,427.0,71.5,44.0,21.0,24.5,22.0,20.0,597.5,125.0,,10.0,219.0,3. M,3,4,0
1683,1683,3756,10.0,11,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,10.0,,,,,,,,,,,,,,,4. P,4,3,4
1684,1684,3757,21.0,27,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,21.0,,,,,10.5,2.0,1.5,,1.0,3.0,,1.0,,,0.5,0.5,,1.0,,4. P,4,3,4
1685,1685,3758,2057.5,83,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,698.0,118.0,635.0,264.0,342.5,445.0,1512.0,,,,100.5,,,,,,,,,,3. M,3,4,0
1686,1686,3759,10.0,1,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,10.0,,,,,,,,,,,,,,,4. P,4,3,4
1687,1687,3766,56.0,61,2014-08-01,2014-07-01,24176,24175,,,,,,,,,,,,,,,,,,10.0,46.0,,,,3.5,4.0,3.5,11.0,6.0,12.0,,3.0,,2.0,1.0,6.0,,,4.0,4. P,4,3,3
1688,1688,3769,5043.5,593,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,2729.0,1471.0,,341.5,502.0,25.0,1.5,,,6.0,,,197.0,,37.5,1158.5,1127.0,,32.0,2459.0,3. M,3,4,0
1689,1689,3771,18.5,4,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,18.5,,,,,,6.0,7.5,5.0,,,,,,,,,,,,4. P,4,3,4
1690,1690,3772,33.0,19,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,33.0,,,,,22.0,1.0,5.0,,,,,,,,,5.0,,,,4. P,4,3,4
1691,1691,3773,159.5,29,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,159.5,,,,,67.0,92.5,,,,,,,,,,,,,,4. P,4,3,4
1692,1692,3776,95.5,55,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,95.5,,,,,9.5,1.0,9.0,,1.5,,,10.5,4.0,21.0,1.5,27.0,10.0,,0.5,4. P,4,3,4
1693,1693,3780,2.0,4,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,0.5,,,,,,,,,0.5,,,,4. P,4,3,4
1694,1694,3783,8.0,4,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,8.0,,,,,8.0,,,,,,,,,,,,,,,4. P,4,3,4
1695,1695,3787,10.0,2,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,,,,10.0,,,,,,,,,,,,4. P,4,3,4
1696,1696,3788,10.0,1,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,10.0,,,,,,,,,,,,,,,4. P,4,3,4
1697,1697,3791,32719.0,1110,2014-09-01,2014-07-01,24177,24175,,,,,,,,,,,,,,,,,,3951.5,21075.0,7692.5,,,16077.5,6600.0,5043.0,640.0,1547.0,315.0,40.0,298.0,230.0,20.0,709.0,345.0,466.5,,388.0,2. G,2,3,2
1698,1698,3795,12.5,10,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,12.5,,,,,7.5,2.5,2.5,,,,,,,,,,,,,4. P,4,3,4
1699,1699,3796,10.0,19,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,0.5,,,,,,5.5,,,,4.0,4. P,4,3,4
1700,1700,3801,10.0,7,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,,3.0,,,,,,,0.5,4.0,,,2.5,,,4. P,4,3,4
1701,1701,3802,11.5,9,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,11.5,,,,,1.0,,,,,3.0,,,,2.0,0.5,4.5,,,0.5,4. P,4,3,4
1702,1702,3803,10.0,3,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,,,5.0,,,,,,,,5.0,,,,,4. P,4,3,4
1703,1703,3804,332.5,11,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,120.0,,,207.5,5.0,112.5,220.0,,,,,,,,,,,,,,4. P,4,4,0
1704,1704,3805,84.5,29,2014-08-01,2014-07-01,24176,24175,,,,,,,,,,,,,,,,,,69.5,15.0,,,,9.0,15.0,,0.5,,,,,,,,35.0,25.0,,,4. P,4,3,3
1705,1705,3809,48.0,6,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,5.0,,,35.0,8.0,,,,,,4. P,4,3,4
1706,1706,3810,1155.5,82,2014-09-01,2014-07-01,24177,24175,,,,,,,,,,,,,,,,,,238.5,410.0,507.0,,,528.0,450.0,65.5,57.0,,,,,,,,55.0,,,,4. P,4,3,2
1707,1707,3813,12.5,3,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,12.5,,,,,2.5,,,,,5.0,,,,,,5.0,,,,4. P,4,3,4
1708,1708,3822,5.0,7,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,0.5,0.5,,,,3.5,,,0.5,4. P,4,3,4
1709,1709,3823,18657.0,4881,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,1802.5,3823.5,5241.5,5502.5,2287.0,11875.5,1001.5,193.0,206.5,3629.0,,,135.0,379.0,248.0,242.0,301.0,446.5,,,2. G,2,4,0
1710,1710,3824,10.0,2,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,2.0,8.0,,,,,,,,,,,,,,4. P,4,3,4
1711,1711,3825,12.0,16,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,12.0,,,,,,3.0,,5.5,0.5,,,1.0,,,,2.0,,,,4. P,4,3,4
1712,1712,3827,31.0,48,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,31.0,,,,,,1.0,,13.5,,2.0,,,1.0,,,12.5,1.0,,,4. P,4,3,4
1713,1713,3832,193.0,42,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,17.0,86.0,20.0,42.5,27.5,2.0,130.0,,8.0,,,,,,,53.0,,,,,4. P,4,4,0
1714,1714,3833,155.0,78,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,155.0,,,,53.5,67.0,,7.0,,10.0,,0.5,2.0,,,13.0,2.0,,,4. P,4,3,3
1715,1715,3838,10.0,1,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,,10.0,,,,,,,,,,,,,,4. P,4,3,4
1716,1716,3841,5.0,1,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,,4. P,4,3,4
1717,1717,3842,1892.75,479,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,198.75,956.5,141.0,356.5,240.0,,,5.0,2.0,1.5,42.0,,,157.5,1574.0,62.5,3.0,34.0,11.25,,3. M,3,4,0
1718,1718,3846,5261.5,86,2014-08-01,2014-07-01,24176,24175,,,,,,,,,,,,,,,,,,2503.0,2758.5,,,,919.0,195.0,30.0,354.0,81.0,,,,,,,3682.5,,,,3. M,3,3,3
1719,1719,3850,303.0,228,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,65.0,143.0,39.0,48.0,8.0,41.0,258.0,,,,3.0,,,,,,1.0,,,,4. P,4,4,0
1720,1720,3852,53.5,40,2014-10-01,2014-07-01,24178,24175,,,,,,,,,,,,,,,,,,10.0,,,43.5,,,,4.5,7.5,,4.0,1.5,8.0,,13.5,4.0,,,7.0,3.5,4. P,4,4,1
1721,1721,3854,7.0,5,2014-09-01,2014-08-01,24177,24176,,,,,,,,,,,,,,,,,,,3.0,4.0,,,4.0,3.0,,,,,,,,,,,,,,4. P,4,3,2
1722,1722,3855,10.0,7,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,10.0,,,,,,,,,,,,,,,4. P,4,3,4
1723,1723,3856,41.0,18,2014-08-01,2014-07-01,24176,24175,,,,,,,,,,,,,,,,,,33.0,8.0,,,,18.0,,9.0,,,14.0,,,,,,,,,,4. P,4,3,3
1724,1724,3857,85.0,139,2014-08-01,2014-07-01,24176,24175,,,,,,,,,,,,,,,,,,76.5,8.5,,,,32.5,45.5,,,,,,0.5,,6.0,0.5,,,,,4. P,4,3,3
1725,1725,3860,63.6,25,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,63.6,,,,,4.0,4.0,9.5,11.0,3.0,18.0,,,6.5,2.0,,3.5,,2.1,,4. P,4,3,4
1726,1726,3861,57.5,29,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,57.5,,,,,25.5,18.0,,6.0,7.0,,,0.5,,,,0.5,,,,4. P,4,3,4
1727,1727,3863,1259.0,68,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,33.0,1031.0,41.0,77.0,77.0,1059.5,199.0,,0.5,,,,,,,,,,,,4. P,4,4,0
1728,1728,3865,509.0,518,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,11.0,116.5,151.5,125.5,104.5,72.5,90.5,0.5,15.5,,248.0,,,82.0,,,,,,,4. P,4,4,0
1729,1729,3868,593.5,387,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,507.0,57.5,10.0,19.0,146.5,68.0,13.0,290.5,26.0,6.0,,2.0,13.0,2.0,0.5,8.0,16.0,2.0,,4. P,4,4,0
1730,1730,3870,10.0,17,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,10.0,,,,,,,4.5,,2.0,,,1.0,,,,2.5,,,,4. P,4,3,4
1731,1731,3871,26.0,18,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,26.0,,,,3.0,,,,,,,0.5,,22.0,,0.5,,,,4. P,4,3,3
