,index,IDC,MT_TOT,NB,KEYMAX,KEYMIN,KEYMAX2,KEYMIN2,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,Produit 0,Produit 1,Produit 2,Produit 3,Produit 4,Produit 5,Produit 6,PMG,PMG2,REC,RECENCE,MT90,MT30
505,505,1643,1355.0,1108,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,144.5,300.0,230.0,0.5,,,53.5,208.0,136.5,60.5,125.0,96.5,52.0,33.0,,846.0,403.0,14.5,6.5,4. P,4,4,0,675.0,330.5
506,506,1645,217.0,92,2014-03-01,2013-12-01,24171,24168,,,,,,,,,,,,10.0,115.0,70.0,22.0,,,,,,,,,,,,206.0,3.0,8.0,,4. P,4,2,8,213.0,65.0
507,507,1646,63.5,91,2014-05-01,2013-12-01,24173,24168,,,,,,,,,,,,22.0,13.0,23.5,,,5.0,,,,,,,,,,28.5,11.0,3.0,21.0,4. P,4,2,6,58.5,28.0
508,508,1648,3204.5,2798,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,243.5,593.0,311.0,349.5,377.5,283.0,89.5,171.5,213.5,217.5,207.0,148.0,3.0,0.5,0.5,2003.0,858.0,255.0,84.5,3. M,3,4,0,1229.5,410.5
509,509,1650,49.0,23,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,49.0,,,,4. P,4,2,11,49.0,49.0
510,510,1651,177.0,108,2014-08-01,2013-12-01,24176,24168,,,,,,,,,,,,17.0,,10.0,,28.0,,,78.0,44.0,,,,,,,150.5,3.0,23.5,,4. P,4,3,3,27.0,17.0
511,511,1652,725.0,123,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,100.0,140.0,67.0,105.0,87.0,45.0,20.0,24.0,65.0,25.0,25.0,22.0,15.0,,,643.0,51.0,16.0,,4. P,4,4,0,403.0,220.0
512,512,1653,19795.0,507,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,1050.0,2740.0,2081.0,1926.0,90.0,1800.0,2472.0,279.0,350.0,930.0,4130.0,1947.0,,,,11545.0,5949.0,2301.0,,2. G,2,4,0,7697.0,2045.0
513,513,1654,80.0,24,2014-09-01,2013-12-01,24177,24168,,,,,,,,,,,,12.0,,31.0,9.0,,9.0,,7.0,6.0,6.0,,,,10.0,,10.0,48.0,12.0,,4. P,4,3,2,52.0,12.0
514,514,1655,41.0,10,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,25.0,16.0,,,,,,,,,,,,,,41.0,,,,4. P,4,2,10,41.0,41.0
515,515,1656,24.0,13,2014-03-01,2013-12-01,24171,24168,,,,,,,,,,,,11.0,,,13.0,,,,,,,,,,,,24.0,,,,4. P,4,2,8,16.0,11.0
516,516,1657,29.0,15,2014-02-01,2013-12-01,24170,24168,,,,,,,,,,,,23.0,,6.0,,,,,,,,,,,,,29.0,,,,4. P,4,2,9,29.0,23.0
517,517,1659,790.5,626,2014-04-01,2013-12-01,24172,24168,,,,,,,,,,,,250.0,45.5,32.0,61.0,402.0,,,,,,,,,,,774.5,7.5,6.0,2.5,4. P,4,2,7,327.5,260.5
518,518,1660,13.0,6,2014-03-01,2014-02-01,24171,24170,,,,,,,,,,,,,,10.0,3.0,,,,,,,,,,,,13.0,,,,4. P,4,2,8,13.0,13.0
519,519,1661,42.0,23,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,42.0,,,,4. P,4,3,4,42.0,42.0
520,520,1663,5579.5,185,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,1347.0,200.0,1986.0,205.0,,1369.0,78.0,,,0.5,60.0,334.0,,,,5579.0,,0.5,,3. M,3,4,0,3533.0,1347.0
521,521,1664,1066.0,311,2014-03-01,2013-12-01,24171,24168,,,,,,,,,,,,258.0,,780.0,28.0,,,,,,,,,,,,764.0,15.0,287.0,,4. P,4,2,8,1066.0,258.0
522,522,1666,1364.0,196,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,988.0,376.0,,,,,,,,,,,,,,193.5,473.0,627.0,70.5,4. P,4,2,10,1364.0,1318.0
523,523,1667,1011.0,20,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,1011.0,,,,,,,,,,,,,,,931.0,60.0,20.0,,4. P,4,2,11,1011.0,1011.0
524,524,1668,183.0,106,2014-03-01,2013-12-01,24171,24168,,,,,,,,,,,,48.0,94.0,21.0,20.0,,,,,,,,,,,,124.0,7.0,52.0,,4. P,4,2,8,175.0,116.0
525,525,1669,23.0,25,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,1.0,18.0,4.0,,4. P,4,2,11,23.0,23.0
526,526,1671,385.5,633,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,50.5,42.0,41.0,36.0,25.0,20.0,10.0,5.0,20.0,15.0,65.0,56.0,,,,9.0,,376.5,,4. P,4,4,0,148.5,66.5
527,527,1672,2272.0,1413,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,315.5,305.0,350.5,172.5,63.0,231.5,162.5,158.5,59.5,275.5,147.0,31.0,,2.0,,263.0,63.0,1490.5,453.5,3. M,3,4,0,1082.0,526.0
528,528,1673,10079.0,966,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,41.5,427.0,300.5,406.5,1015.5,771.5,907.0,121.5,1436.0,1060.0,1253.5,2338.5,2.0,,,7626.0,2273.0,177.5,0.5,3. M,3,4,0,1175.5,250.0
529,529,1674,403.0,40,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,,352.0,51.0,,,,,,,,,,,,,360.0,9.0,34.0,,4. P,4,2,9,403.0,352.0
530,530,1676,165.0,120,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,134.0,31.0,,,,,,,,,,,,,,155.0,1.0,9.0,,4. P,4,2,10,165.0,165.0
531,531,1678,4.0,4,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,,4. P,4,3,5,4.0,4.0
532,532,1679,72.5,57,2014-03-01,2014-02-01,24171,24170,,,,,,,,,,,,,,47.0,25.5,,,,,,,,,,,,57.0,0.5,14.5,0.5,4. P,4,2,8,72.5,72.5
533,533,1680,375.0,12,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,375.0,,,,,,,,,,,,,,,325.0,5.0,45.0,,4. P,4,2,11,375.0,375.0
534,534,1682,286.4,36,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,17.5,0.5,,,,,,,,,,268.4,,,,,11.0,239.0,36.4,4. P,4,4,0,18.0,18.0
535,535,1683,8078.5,807,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,322.0,971.0,140.0,763.0,1119.0,100.0,315.0,273.0,1006.0,1377.0,474.0,1218.5,10.0,,,8063.0,5.5,,,3. M,3,4,0,1636.0,926.0
536,536,1684,11.0,10,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,7.5,,3.5,,4. P,4,2,11,11.0,11.0
537,537,1685,4170.5,1446,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,140.5,774.5,755.5,517.0,919.0,501.0,309.5,52.0,,,,201.5,,28.0,,1199.5,1543.5,1268.0,131.5,3. M,3,4,0,1982.5,519.0
538,538,1687,13.0,5,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,10.5,2.5,,4. P,4,2,11,13.0,13.0
539,539,1688,1390.0,25,2014-09-01,2014-01-01,24177,24169,,,,,,,,,,,,,250.0,,,,110.0,130.0,270.0,400.0,230.0,,,,,,1370.0,20.0,,,4. P,4,3,2,250.0,250.0
540,540,1689,141.0,41,2014-11-01,2014-02-01,24179,24170,,,,,,,,,,,,,,24.5,,,,,,,,,116.5,,,,136.5,4.5,,,4. P,4,4,0,24.5,24.5
541,541,1690,742.0,761,2014-04-01,2013-12-01,24172,24168,,,,,,,,,,,,152.0,47.0,,,543.0,,,,,,,,,,,403.5,295.0,43.5,,4. P,4,2,7,199.0,152.0
542,542,1692,825.5,263,2014-07-01,2013-12-01,24175,24168,,,,,,,,,,,,85.0,41.5,406.0,185.0,,29.5,48.5,30.0,,,,,,,,129.0,35.0,442.0,219.5,4. P,4,3,4,669.0,85.0
543,543,1694,2234.0,2212,2014-05-01,2013-12-01,24173,24168,,,,,,,,,,,,677.0,1478.5,,,,78.5,,,,,,,10.5,,,2223.5,,,,3. M,3,2,6,2155.5,2154.0
544,544,1695,1820.5,621,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,103.0,304.5,286.5,177.5,64.5,45.0,,149.0,438.5,143.5,84.0,24.5,15.0,16.5,,1020.5,1.5,767.0,,3. M,3,4,0,821.5,270.0
545,545,1696,259.0,23,2014-08-01,2013-12-01,24176,24168,,,,,,,,,,,,213.0,35.0,,,,,,,11.0,,,,,,,259.0,,,,4. P,4,3,3,248.0,248.0
546,546,1697,51.0,28,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,12.5,38.5,,4. P,4,2,11,51.0,51.0
547,547,1698,617.0,738,2014-10-01,2013-12-01,24178,24168,,,,,,,,,,,,10.0,38.5,,,,,,163.0,368.5,,37.0,,,,,18.0,5.5,480.5,113.0,4. P,4,4,1,48.5,48.5
548,548,1700,25.0,50,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,7.0,5.0,9.0,4.0,4. P,4,2,11,25.0,25.0
549,549,1701,113.0,216,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,113.0,,,,,,,,,,,,,,,11.0,0.5,62.5,39.0,4. P,4,2,11,113.0,113.0
550,550,1702,12750.0,606,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,1165.5,3133.0,1745.0,1876.5,977.0,321.0,391.0,736.0,663.5,160.5,1034.5,546.5,190.0,184.0,91.5,4534.0,527.5,4759.5,2463.5,2. G,2,4,0,7212.5,2946.0
551,551,1703,10.0,2,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,10.0,,,,4. P,4,2,11,10.0,10.0
552,552,1705,10.0,4,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,5.0,5.0,,4. P,4,2,11,10.0,10.0
553,553,1706,2102.5,1059,2014-06-01,2013-12-01,24174,24168,,,,,,,,,,,,1127.5,35.5,,,92.5,579.0,268.0,,,,,,22.0,,,1290.0,105.0,595.5,90.0,3. M,3,3,5,1163.0,1163.0
554,554,1707,315.0,179,2014-06-01,2013-12-01,24174,24168,,,,,,,,,,,,139.0,145.0,16.5,4.0,2.0,,8.5,,,,,,,,,196.0,118.0,1.0,,4. P,4,3,5,304.5,284.0
555,555,1708,360.0,82,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,266.0,,,,,,,,,,,94.0,,,,332.0,28.0,,,4. P,4,4,0,266.0,266.0
556,556,1709,732.0,487,2014-05-01,2013-12-01,24173,24168,,,,,,,,,,,,163.5,244.0,,94.5,81.0,149.0,,,,,,,,,,266.0,255.0,211.0,,4. P,4,2,6,467.5,407.5
557,557,1710,773.5,104,2014-08-01,2013-12-01,24176,24168,,,,,,,,,,,,390.5,288.0,,,25.0,,59.0,5.0,6.0,,,,15.0,,,663.0,84.5,1.0,10.0,4. P,4,3,3,678.5,624.0
558,558,1711,55.0,3,2014-04-01,2013-12-01,24172,24168,,,,,,,,,,,,10.0,,30.0,,15.0,,,,,,,,,,,55.0,,,,4. P,4,2,7,40.0,10.0
559,559,1712,272.5,413,2014-10-01,2013-12-01,24178,24168,,,,,,,,,,,,57.0,103.0,29.5,16.5,24.5,14.0,8.0,2.0,0.5,11.0,6.5,,4.0,,,217.0,8.0,40.5,3.0,4. P,4,4,1,201.0,139.0
560,560,1713,10.0,1,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,10.0,,,,4. P,4,2,10,10.0,10.0
561,561,1715,339.0,306,2014-02-01,2013-12-01,24170,24168,,,,,,,,,,,,69.5,239.5,30.0,,,,,,,,,,,,,13.0,0.5,104.0,221.5,4. P,4,2,9,339.0,309.0
562,562,1717,29.5,4,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,29.5,,,,,,,,,,,,,,,28.0,1.5,,,4. P,4,2,11,29.5,29.5
563,563,1719,781.0,1509,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,49.0,148.5,43.5,123.5,80.5,20.5,20.5,47.5,76.5,58.5,44.0,68.5,42.5,2.5,,632.5,10.0,20.5,73.0,4. P,4,4,0,352.0,157.0
564,564,1720,3239.0,1412,2014-02-01,2013-12-01,24170,24168,,,,,,,,,,,,156.0,2149.5,933.5,,,,,,,,,,,,,846.5,1387.0,833.5,172.0,3. M,3,2,9,3239.0,368.0
565,565,1722,425.0,175,2014-04-01,2014-01-01,24172,24169,,,,,,,,,,,,,97.0,184.0,137.0,7.0,,,,,,,,8.0,,,373.0,2.0,38.0,4.0,4. P,4,2,7,425.0,151.0
566,566,1723,657.0,437,2014-08-01,2013-12-01,24176,24168,,,,,,,,,,,,87.5,141.5,287.0,124.0,9.0,,,,8.0,,,,,,,154.0,197.0,258.0,48.0,4. P,4,3,3,611.5,224.5
567,567,1724,10.0,2,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,10.0,,,,4. P,4,2,11,10.0,10.0
568,568,1725,43.0,9,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,43.0,,,,,,,,,,,,14.0,,,29.0,,,,4. P,4,2,11,43.0,43.0
569,569,1726,149.5,58,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,81.0,68.5,,,,,,,,,,,,,,147.0,2.5,,,4. P,4,2,10,149.5,149.5
570,570,1727,122.0,29,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,70.0,52.0,,,,,,,,,,,,,,3.0,,119.0,,4. P,4,2,10,122.0,105.0
571,571,1728,45.5,11,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,45.5,,,,,,,,,,,,,,,45.5,,,,4. P,4,2,11,45.5,45.5
572,572,1729,1804.6,1040,2014-03-01,2013-12-01,24171,24168,,,,,,,,,,,,184.0,1259.1,210.0,151.5,,,,,,,,,,,,889.5,500.5,318.5,96.1,3. M,3,2,8,1804.6,1178.1
573,573,1730,2363.0,69,2014-05-01,2014-01-01,24173,24169,,,,,,,,,,,,,929.5,1010.5,,31.0,392.0,,,,,,,,,,,2363.0,,,3. M,3,2,6,1940.0,931.0
574,574,1732,8107.6,3136,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,478.0,649.0,303.5,934.0,1085.5,535.6,1551.0,483.0,520.0,1426.5,88.5,53.0,,,,6411.0,1356.5,303.5,36.6,3. M,3,4,0,2073.5,1112.0
575,575,1733,7.5,3,2014-02-01,2014-02-01,24170,24170,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,7.5,,4. P,4,2,9,7.5,7.5
576,576,1734,10.0,2,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,10.0,,,,4. P,4,2,11,10.0,10.0
577,577,1735,7480.05,3362,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,145.35,1391.5,520.5,1022.35,622.0,345.45,140.8,279.5,944.0,903.0,933.85,231.75,,,,1923.5,170.0,2978.0,2408.55,3. M,3,4,0,2973.45,1335.75
578,578,1736,225.5,122,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,17.0,208.5,,,,,,,,,,,,,,2.0,2.0,154.0,67.5,4. P,4,2,10,225.5,225.5
579,579,1737,18.0,14,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,8.0,6.0,4.0,,4. P,4,2,11,18.0,18.0
580,580,1738,34631.0,987,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,,2113.0,2027.0,2408.0,3589.0,2495.0,4827.0,4790.0,3625.0,1435.0,5002.0,2320.0,,,,34591.0,40.0,,,2. G,2,4,0,6611.0,2113.0
581,581,1739,6969.0,2711,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,186.5,932.5,1015.0,842.0,182.0,524.5,313.5,219.0,434.5,1268.5,686.5,364.5,,,,1257.5,3374.5,2243.5,93.5,3. M,3,4,0,2957.5,956.5
582,582,1741,9589.5,1082,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,,20.0,250.0,955.5,3375.0,1177.0,70.0,193.5,524.0,1182.0,1007.5,482.0,353.0,,,,8730.0,464.0,71.5,324.0,3. M,3,4,0,4525.5,240.0
583,583,1742,36.5,11,2013-12-01,2013-12-01,24168,24168,,,,,,,,,,,,36.5,,,,,,,,,,,,,,,5.5,20.0,11.0,,4. P,4,2,11,36.5,36.5
584,584,1743,40.5,79,2014-02-01,2013-12-01,24170,24168,,,,,,,,,,,,27.0,6.0,7.5,,,,,,,,,,,,,,2.5,34.5,3.5,4. P,4,2,9,40.5,33.0
585,585,1744,98.0,155,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,10.0,88.0,,,,,,,,,,,,0.5,,,4.5,61.0,32.0,4. P,4,2,10,98.0,98.0
586,586,1745,794.5,40,2014-10-01,2013-12-01,24178,24168,,,,,,,,,,,,50.0,185.0,84.0,95.0,,80.0,,40.0,198.5,57.0,5.0,,,,,794.5,,,,4. P,4,4,1,414.0,235.0
587,587,1746,8.0,7,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,5.0,3.0,,,,,,,,,,,,,,,,8.0,,4. P,4,2,10,8.0,8.0
588,588,1747,86.0,66,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,51.0,35.0,,,,,,,,,,,,,,60.0,12.0,10.0,4.0,4. P,4,2,10,86.0,86.0
589,589,1749,673.0,464,2014-10-01,2014-01-01,24178,24169,,,,,,,,,,,,,623.0,28.5,,,,,,,,21.5,,,,,446.0,63.0,145.0,19.0,4. P,4,4,1,651.5,623.0
590,590,1750,22256.0,16283,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,,1858.0,1623.5,1030.5,3430.0,3776.5,1263.0,2030.5,2712.5,1246.0,2025.5,1260.0,,391.5,9.0,,2496.0,18193.5,1166.0,2. G,2,4,0,4512.0,1858.0
591,591,1752,854.5,229,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,,444.0,,20.0,44.0,,,,273.0,,,73.5,,10.0,,305.5,389.0,120.5,29.5,4. P,4,4,0,464.0,444.0
592,592,1753,235.5,70,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,,169.0,66.5,,,,,,,,,,,,,11.0,71.5,124.0,29.0,4. P,4,2,9,235.5,169.0
593,593,1754,41.5,17,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,41.5,,,,,,,,,,,,,,39.5,2.0,,,4. P,4,2,10,41.5,41.5
594,594,1755,2.0,1,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,4. P,4,2,10,2.0,2.0
595,595,1757,55.0,87,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,,40.0,15.0,,,,,,,,,,,,,3.0,,52.0,,4. P,4,2,9,55.0,40.0
596,596,1758,284.0,50,2014-04-01,2014-01-01,24172,24169,,,,,,,,,,,,,104.5,115.0,54.5,10.0,,,,,,,,,,,,,109.5,174.5,4. P,4,2,7,274.0,122.0
597,597,1759,7.5,4,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,3.0,1.0,3.5,4. P,4,2,10,7.5,7.5
598,598,1760,1006.5,729,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,,232.0,205.0,141.0,115.5,73.0,29.0,46.0,26.0,50.5,43.0,45.5,,,,5.0,15.0,42.5,944.0,4. P,4,4,0,596.0,244.0
599,599,1762,62.0,16,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,,22.0,40.0,,,,,,,,,,,,,62.0,,,,4. P,4,2,9,62.0,62.0
600,600,1763,10.5,11,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,8.5,,2.0,,4. P,4,2,10,10.5,10.5
601,601,1764,6231.5,506,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,,698.0,912.0,414.0,907.0,364.0,784.0,778.0,486.0,430.0,143.5,315.0,,,,4496.0,1671.5,34.0,30.0,3. M,3,4,0,2024.0,823.0
602,602,1765,478.0,320,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,,179.0,190.0,52.0,,,,,,,,57.0,,,,476.0,,2.0,,4. P,4,4,0,421.0,186.0
603,603,1766,214.1,116,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,,182.1,32.0,,,,,,,,,,,,,165.0,8.0,38.0,3.1,4. P,4,2,9,214.1,182.1
604,604,1768,233.5,159,2014-03-01,2014-01-01,24171,24169,,,,,,,,,,,,,121.5,84.0,28.0,,,,,,,,,,,,31.0,39.0,130.0,33.5,4. P,4,2,8,233.5,121.5
605,605,1769,60.0,89,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,5.0,3.5,50.5,1.0,4. P,4,2,10,60.0,60.0
606,606,1770,548.5,55,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,548.5,,,,,,,,,,,,,,373.0,34.0,131.5,10.0,4. P,4,2,10,548.5,548.5
607,607,1771,423.0,451,2014-10-01,2014-01-01,24178,24169,,,,,,,,,,,,,90.5,74.0,28.5,17.5,15.5,23.5,99.0,47.0,6.5,21.0,,,,,13.5,17.0,360.0,32.5,4. P,4,4,1,193.0,121.5
608,608,1772,87.0,37,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,79.0,4.0,4.0,,4. P,4,2,10,87.0,87.0
609,609,1773,1969.0,22,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,1969.0,,,,,,,,,,,,,,1969.0,,,,3. M,3,2,10,1969.0,1969.0
610,610,1775,14.0,23,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,14.0,,,,4. P,4,2,10,14.0,14.0
611,611,1776,24.0,2,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,24.0,,,,4. P,4,2,10,24.0,24.0
612,612,1777,8.5,3,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,2.5,6.0,4. P,4,2,10,8.5,8.5
613,613,1778,26.0,25,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,26.0,,,,4. P,4,2,10,26.0,26.0
614,614,1779,10.0,9,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,10.0,4. P,4,2,10,10.0,10.0
615,615,1780,10.0,13,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,0.5,,,9.5,4. P,4,2,10,10.0,10.0
616,616,1781,4.5,7,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,2.5,2.0,,,4. P,4,2,10,4.5,4.5
617,617,1782,3571.0,1411,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,,584.5,1164.5,514.0,28.5,4.0,1.0,19.0,103.0,198.0,575.5,379.0,65.0,70.5,,780.0,638.0,1921.5,96.0,3. M,3,4,0,2275.5,721.5
618,618,1783,47170.5,331,2014-04-01,2014-01-01,24172,24169,,,,,,,,,,,,,16561.0,,24347.0,6262.5,,,,,,,,,,,46684.5,,486.0,,2. G,2,2,7,41000.5,16561.0
619,619,1784,29658.0,6887,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,,2588.0,2737.0,5858.0,3276.5,1514.5,3282.0,3429.5,518.0,1341.5,4281.5,831.5,152.0,72.5,,20868.0,7237.5,1315.5,12.5,2. G,2,4,0,11735.5,2923.0
620,620,1786,773.0,493,2014-09-01,2014-01-01,24177,24169,,,,,,,,,,,,,123.0,150.5,50.5,105.0,145.0,81.0,15.5,82.5,20.0,,,,,3.0,23.5,59.0,657.5,30.0,4. P,4,3,2,355.5,193.0
621,621,1787,3977.5,3764,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,,341.0,439.0,266.0,268.5,453.0,276.0,436.5,529.0,331.0,332.0,305.5,64.0,,,3870.0,15.0,25.0,3.5,3. M,3,4,0,1131.0,422.5
622,622,1788,70.5,49,2014-04-01,2014-01-01,24172,24169,,,,,,,,,,,,,52.0,10.5,7.0,1.0,,,,,,,,,,,1.0,30.5,14.5,24.5,4. P,4,2,7,69.5,55.5
623,623,1789,24205.5,243,2014-09-01,2014-01-01,24177,24169,,,,,,,,,,,,,22088.5,,,,,,,1.0,2116.0,,,,,,24205.5,,,,2. G,2,3,2,22088.5,22088.5
624,624,1790,90.0,8,2014-03-01,2014-01-01,24171,24169,,,,,,,,,,,,,69.0,,21.0,,,,,,,,,,,,12.0,,78.0,,4. P,4,2,8,90.0,69.0
625,625,1791,9902.5,1394,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,,2746.0,724.5,2998.0,989.5,601.5,315.0,635.5,377.0,226.5,147.5,141.5,,,,7735.0,2140.0,27.0,0.5,3. M,3,4,0,6621.0,2746.0
626,626,1793,52.5,16,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,52.5,,,,,,,,,,,,,,52.5,,,,4. P,4,2,10,52.5,52.5
627,627,1795,714.0,190,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,,390.0,272.5,43.0,,,,,,,,8.5,,,,621.0,28.5,57.0,7.5,4. P,4,4,0,705.5,414.0
628,628,1796,42.0,4,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,42.0,,,,4. P,4,2,10,42.0,42.0
629,629,1797,10.0,5,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,10.0,,,4. P,4,2,10,10.0,10.0
630,630,1798,9276.45,2126,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,,87.0,811.75,796.6,176.0,258.1,191.9,962.7,1838.2,1145.0,2652.7,356.5,,,,7719.0,55.5,1067.0,434.95,3. M,3,4,0,1695.35,537.1
631,631,1799,13.0,7,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,4.0,9.0,,,4. P,4,2,10,13.0,13.0
632,632,1800,437.0,372,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,,15.5,256.0,28.5,,42.0,6.5,,,1.5,65.0,22.0,,,,8.0,313.5,112.0,3.5,4. P,4,4,0,300.0,66.0
633,633,1801,903.5,105,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,,732.5,171.0,,,,,,,,,,,,,394.0,231.0,273.5,5.0,4. P,4,2,9,903.5,865.5
634,634,1802,758.0,156,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,,223.0,112.0,114.0,68.0,,27.0,84.0,24.0,29.0,45.0,32.0,,,,635.0,111.0,12.0,,4. P,4,4,0,489.0,280.0
