,index,IDC,MT_TOT,NB,KEYMAX,KEYMIN,KEYMAX2,KEYMIN2,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-04-01,2014-05-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,Couple,Jackpot,Multi,Quarte,Quinte,Simple,Trio,PMG,PMG2,REC,RECENCE,MT90,MT30
243,243,1153,42882.7,2862,2014-07-01,2013-05-01,24175,24161,,,,,2728.5,4356.2,7143.5,5955.5,4778.0,3552.5,4787.0,5176.0,4193.5,158.0,,,54.0,,,,890.0,350.0,11310.2,287.0,25801.0,973.0,3271.5,1. TG,1,3,4,17898.2,5958.0
244,244,1154,3107.5,3677,2014-02-01,2013-05-01,24170,24161,,,,,141.0,571.5,333.5,413.0,346.0,439.5,332.5,169.5,352.5,8.5,,,,,,,2.0,432.5,222.5,487.5,426.0,1004.5,532.5,3. M,3,2,9,1165.5,363.5
245,245,1156,740.0,468,2014-09-01,2013-05-01,24177,24161,,,,,20.0,54.0,62.5,20.0,107.5,151.5,118.5,158.5,40.0,,,,,,7.5,,63.0,32.0,29.0,171.0,141.0,274.5,29.5,4. P,4,3,2,136.5,74.0
246,246,1157,174.0,82,2014-01-01,2013-12-01,24169,24168,,,,,,,,,,,,10.5,163.5,,,,,,,,2.0,2.5,34.0,,133.5,2.0,,4. P,4,2,10,174.0,174.0
247,247,1165,111.0,37,2014-01-01,2013-05-01,24169,24161,,,,,16.5,40.0,,,,,,,54.5,,,,,,,,10.5,9.5,23.0,15.0,53.0,,,4. P,4,2,10,56.5,56.5
248,248,1166,16722.5,3255,2014-07-01,2013-05-01,24175,24161,,,,,344.0,2373.5,1378.0,1736.5,2355.0,2150.5,1579.0,2593.0,2138.5,64.5,,,10.0,,,,1126.0,580.5,871.0,1268.0,12622.0,59.0,196.0,2. G,2,3,4,5647.5,2182.0
249,249,1167,106.5,96,2013-08-01,2013-06-01,24164,24162,,,,,,5.0,86.0,15.5,,,,,,,,,,,,,17.0,3.5,15.5,12.5,2.5,55.0,0.5,4. P,4,1,15,106.5,65.0
250,250,1169,774.0,381,2014-02-01,2013-05-01,24170,24161,,,,,80.0,30.0,87.0,,20.0,146.0,257.0,54.5,93.0,6.5,,,,,,,4.5,1.0,225.5,118.0,385.0,4.5,35.5,4. P,4,2,9,197.0,110.0
251,251,1170,10.0,2,2013-06-01,2013-06-01,24162,24162,,,,,,10.0,,,,,,,,,,,,,,,5.0,,,,,5.0,,4. P,4,1,17,10.0,10.0
252,252,1171,973.55,679,2014-02-01,2013-05-01,24170,24161,,,,,48.5,9.5,,,,,372.0,261.0,248.75,33.8,,,,,,,18.0,145.0,70.55,198.0,509.0,9.0,24.0,4. P,4,2,9,58.0,58.0
253,253,1172,1961.5,448,2014-01-01,2013-05-01,24169,24161,,,,,428.0,811.0,700.5,17.0,,,,,5.0,,,,,,,,263.0,58.5,444.5,128.0,705.5,291.0,71.0,3. M,3,2,10,1956.5,1085.0
254,254,1174,3751.0,2583,2014-01-01,2013-06-01,24169,24162,,,,,,548.5,970.0,403.5,223.0,298.5,555.5,628.5,123.5,,,,,,,,1249.0,210.0,269.0,262.0,887.5,820.0,53.5,3. M,3,2,10,1922.0,548.5
255,255,1175,530.5,149,2014-01-01,2013-05-01,24169,24161,,,,,24.0,213.0,45.0,20.0,,,90.5,62.0,76.0,,,,,,,,183.0,59.0,27.0,,,261.5,,4. P,4,2,10,302.0,237.0
256,256,1176,271.0,267,2013-11-01,2013-06-01,24167,24162,,,,,,56.0,31.5,105.5,55.0,20.0,3.0,,,,,,,,,,197.0,6.5,37.5,0.5,5.0,24.0,0.5,4. P,4,1,12,184.0,56.0
257,257,1177,2840.8,2347,2014-09-01,2013-05-01,24177,24161,,,,,69.5,283.5,490.5,608.6,465.0,251.2,252.5,158.0,249.5,11.0,,,,,1.5,,145.0,133.0,1504.8,130.5,875.5,43.0,9.0,3. M,3,3,2,1317.1,283.5
258,258,1178,2686.0,304,2013-12-01,2013-05-01,24168,24161,,,,,306.0,179.0,760.5,1328.5,97.0,,,15.0,,,,,,,,,15.0,,1048.0,11.0,993.0,5.0,614.0,3. M,3,2,11,2394.0,485.0
259,259,1179,1541.5,112,2013-11-01,2013-05-01,24167,24161,,,,,155.0,40.0,86.5,46.0,113.0,149.0,952.0,,,,,,,,,,907.0,251.0,154.5,,,229.0,,4. P,4,1,12,327.5,195.0
260,260,1180,195.5,361,2014-01-01,2013-06-01,24169,24162,,,,,,9.5,12.5,16.5,21.5,22.5,33.5,64.5,15.0,,,,,,,,22.0,43.0,102.5,6.5,6.5,15.0,,4. P,4,2,10,41.0,9.5
261,261,1181,2450.5,940,2014-09-01,2013-06-01,24177,24162,,,,,,50.5,506.0,506.0,141.0,,163.0,549.0,502.0,18.0,,,,,15.0,,1825.5,8.0,46.0,10.5,24.5,536.0,,3. M,3,3,2,1146.0,223.5
262,262,1182,111.0,99,2013-12-01,2013-06-01,24168,24162,,,,,,3.0,32.0,13.0,16.0,14.0,17.0,16.0,,,,,,,,,25.0,,,,,86.0,,4. P,4,2,11,62.0,35.0
263,263,1183,1354.0,563,2014-01-01,2013-05-01,24169,24161,,,,,79.5,192.0,183.0,229.5,125.0,155.0,72.0,144.5,173.5,,,,,,,,173.0,26.5,229.5,83.5,125.0,228.0,488.5,4. P,4,2,10,634.0,213.5
264,264,1185,215.0,74,2014-01-01,2013-06-01,24169,24162,,,,,,8.0,52.0,76.0,21.0,12.0,4.0,40.0,2.0,,,,,,,,89.0,16.0,40.0,,4.0,66.0,,4. P,4,2,10,153.0,60.0
265,265,1186,417.5,194,2014-09-01,2013-05-01,24177,24161,,,,,29.0,79.5,104.5,,,,,14.5,183.0,,,,,,7.0,,22.0,13.5,,84.5,84.5,173.0,40.0,4. P,4,3,2,213.0,108.5
266,266,1187,293.0,85,2014-09-01,2013-05-01,24177,24161,,,,,114.0,106.0,9.0,,,,,,47.0,15.0,,,,,2.0,,65.0,3.0,53.0,19.5,44.5,93.0,15.0,4. P,4,3,2,229.0,220.0
267,267,1188,13.0,4,2013-10-01,2013-07-01,24166,24163,,,,,,,6.0,2.0,,5.0,,,,,,,,,,,8.0,,,,2.0,3.0,,4. P,4,1,13,13.0,8.0
268,268,1189,81.0,137,2013-06-01,2013-05-01,24162,24161,,,,,24.0,57.0,,,,,,,,,,,,,,,34.5,11.5,,28.5,1.0,1.0,4.5,4. P,4,1,17,81.0,81.0
269,269,1190,253.0,30,2014-01-01,2013-05-01,24169,24161,,,,,60.0,55.0,30.0,10.0,,8.0,,20.0,70.0,,,,,,,,30.0,64.0,99.0,,,60.0,,4. P,4,2,10,155.0,100.0
270,270,1191,293.3,338,2013-09-01,2013-05-01,24165,24161,,,,,30.5,141.9,47.9,28.5,44.5,,,,,,,,,,,,22.0,35.8,194.0,,,41.5,,4. P,4,1,14,243.8,146.9
271,271,1193,488.0,302,2014-01-01,2013-05-01,24169,24161,,,,,72.0,255.5,24.5,10.0,,28.5,24.5,44.0,29.0,,,,,,,,124.0,29.0,137.0,61.0,8.5,120.0,8.5,4. P,4,2,10,362.0,229.5
272,272,1194,24993.5,1887,2014-02-01,2013-05-01,24170,24161,,,,,636.5,6190.0,3352.0,2481.0,1799.0,2515.0,2298.5,3127.0,2489.5,105.0,,,,,,,22899.0,,136.0,,1420.5,202.0,336.0,2. G,2,2,9,12213.5,5051.5
273,273,1202,527.5,476,2014-07-01,2013-05-01,24175,24161,,,,,2.0,49.5,53.0,60.0,89.0,92.5,76.5,27.0,76.5,,,,1.5,,,,251.0,4.5,82.0,2.0,144.5,43.0,0.5,4. P,4,3,4,156.5,49.5
274,274,1203,8292.0,1651,2014-02-01,2013-05-01,24170,24161,,,,,839.0,2656.5,2140.0,,,,628.0,1055.5,925.0,48.0,,,,,,,2025.5,44.0,235.0,1084.5,384.5,4369.5,149.0,3. M,3,2,9,5635.5,3495.5
275,275,1204,2985.5,2096,2014-01-01,2013-06-01,24169,24162,,,,,,635.3,697.8,341.2,223.2,131.5,333.0,323.5,300.0,,,,,,,,88.5,149.5,556.0,217.0,1569.0,254.5,151.0,3. M,3,2,10,1654.3,635.3
276,276,1206,2498.5,3000,2014-09-01,2013-06-01,24177,24162,,,,,,38.0,92.5,42.5,253.0,195.5,495.0,651.5,720.5,9.0,,,,,1.0,,1170.0,36.5,177.5,154.5,265.0,692.0,3.0,3. M,3,3,2,321.0,91.5
277,277,1207,4995.5,3318,2014-02-01,2013-09-01,24170,24165,,,,,,,,,440.0,1640.5,1215.5,980.0,701.5,18.0,,,,,,,100.5,69.0,470.0,1287.5,1560.0,1039.0,469.5,3. M,3,2,9,3954.5,1370.0
278,278,1208,10658.5,1244,2014-07-01,2013-05-01,24175,24161,,,,,202.5,97.5,1146.0,1555.5,198.0,716.0,1702.0,2300.0,2634.0,15.0,,,92.0,,,,312.5,220.5,20.5,3306.5,3319.0,3239.0,240.5,3. M,3,3,4,2543.0,300.0
279,279,1209,383.75,62,2013-08-01,2013-05-01,24164,24161,,,,,128.5,177.0,57.75,20.5,,,,,,,,,,,,,37.0,43.0,143.75,47.5,67.5,32.0,13.0,4. P,4,1,15,383.75,305.5
280,280,1210,7118.75,492,2013-10-01,2013-05-01,24166,24161,,,,,219.0,3968.75,1207.5,1613.0,60.5,50.0,,,,,,,,,,,1370.5,761.5,222.25,744.5,905.0,3105.0,10.0,3. M,3,1,13,6741.25,3968.75
281,281,1216,35.0,5,2013-06-01,2013-06-01,24162,24162,,,,,,35.0,,,,,,,,,,,,,,,21.0,,,,1.5,12.5,,4. P,4,1,17,35.0,35.0
282,282,1217,698.5,109,2014-05-01,2013-08-01,24173,24164,,,,,,,,100.0,133.0,150.5,30.0,131.5,148.5,,,5.0,,,,,126.5,30.0,,3.5,,537.5,1.0,4. P,4,2,6,393.5,183.0
283,283,1226,191.5,83,2014-01-01,2013-06-01,24169,24162,,,,,,80.7,,50.0,,,,,60.8,,,,,,,,4.0,0.5,145.5,5.5,11.0,,25.0,4. P,4,2,10,130.7,80.7
284,284,1227,74.5,38,2013-08-01,2013-06-01,24164,24162,,,,,,73.5,,1.0,,,,,,,,,,,,,,,67.0,1.5,5.5,,0.5,4. P,4,1,15,74.5,73.5
285,285,1237,1596.5,633,2014-07-01,2013-06-01,24175,24162,,,,,,18.0,376.0,20.0,237.0,,,324.0,581.5,23.0,,,17.0,,,,12.5,468.0,90.5,478.0,445.5,29.0,73.0,3. M,3,3,4,431.0,179.0
286,286,1238,5757.0,294,2014-01-01,2013-06-01,24169,24162,,,,,,972.0,18.0,3949.0,70.0,124.0,155.0,73.0,396.0,,,,,,,,2507.0,110.0,379.0,835.0,15.0,1911.0,,3. M,3,2,10,4939.0,972.0
287,287,1239,785.0,69,2014-01-01,2013-06-01,24169,24162,,,,,,109.0,336.0,,,,,240.0,100.0,,,,,,,,5.0,279.0,30.0,,,471.0,,4. P,4,2,10,445.0,445.0
288,288,1244,26.0,25,2013-07-01,2013-06-01,24163,24162,,,,,,17.0,9.0,,,,,,,,,,,,,,,1.0,25.0,,,,,4. P,4,1,16,26.0,26.0
289,289,1248,18562.0,4053,2014-09-01,2013-06-01,24177,24162,,,,,,1404.5,3189.5,4217.0,3347.5,2363.0,1863.5,1105.0,1058.5,10.5,,,,,3.0,,93.0,592.0,287.5,789.0,1542.0,15130.0,128.5,2. G,2,3,2,11058.0,4148.0
290,290,1249,2573.5,818,2014-01-01,2013-07-01,24169,24163,,,,,,,619.0,990.5,377.5,136.0,173.0,181.0,96.5,,,,,,,,,,1631.5,,3.5,,938.5,3. M,3,2,10,1987.0,739.0
291,291,1251,70.0,105,2014-01-01,2013-06-01,24169,24162,,,,,,1.5,4.5,2.5,3.5,12.0,19.0,11.0,16.0,,,,,,,,31.0,7.5,21.0,,0.5,10.0,,4. P,4,2,10,12.0,6.0
292,292,1253,60.5,64,2013-09-01,2013-06-01,24165,24162,,,,,,13.5,,22.0,25.0,,,,,,,,,,,,,8.0,52.5,,,,,4. P,4,1,14,49.5,13.5
293,293,1256,100.0,2,2013-07-01,2013-07-01,24163,24163,,,,,,,100.0,,,,,,,,,,,,,,100.0,,,,,,,4. P,4,1,16,100.0,100.0
294,294,1258,139.5,42,2013-07-01,2013-07-01,24163,24163,,,,,,,139.5,,,,,,,,,,,,,,70.0,25.0,15.5,,3.0,23.0,3.0,4. P,4,1,16,139.5,139.5
295,295,1259,214.3,107,2014-01-01,2013-06-01,24169,24162,,,,,,20.9,104.9,79.5,,,,,9.0,,,,,,,,5.0,51.5,156.3,,,1.5,,4. P,4,2,10,205.3,93.4
296,296,1263,115.5,115,2014-01-01,2013-09-01,24169,24165,,,,,,,,,21.0,19.5,23.5,51.0,0.5,,,,,,,,57.5,11.5,5.0,5.0,33.0,1.0,2.5,4. P,4,2,10,61.0,21.0
297,297,1265,33.5,25,2013-09-01,2013-06-01,24165,24162,,,,,,11.0,3.0,11.0,8.5,,,,,,,,,,,,,5.0,28.5,,,,,4. P,4,1,14,25.0,14.0
298,298,1266,3280.05,571,2014-02-01,2013-06-01,24170,24162,,,,,,75.0,1443.05,7.5,,365.0,,270.0,1080.5,39.0,,,,,,,479.0,306.0,256.05,219.5,916.5,922.5,180.5,3. M,3,2,9,1525.55,1393.05
299,299,1267,1651.5,281,2014-01-01,2013-06-01,24169,24162,,,,,,37.0,64.0,,,324.0,592.5,,634.0,,,,,,,,60.0,76.0,37.0,49.0,382.0,1043.0,4.5,3. M,3,2,10,101.0,101.0
300,300,1268,583.5,316,2013-09-01,2013-07-01,24165,24163,,,,,,,15.0,271.0,297.5,,,,,,,,,,,,307.0,28.5,60.5,1.0,115.0,71.5,,4. P,4,1,14,583.5,105.5
301,301,1271,1033.0,58,2014-01-01,2013-06-01,24169,24162,,,,,,13.0,345.0,364.0,246.0,20.0,,,45.0,,,,,,,,,,1033.0,,,,,4. P,4,2,10,968.0,358.0
302,302,1272,3295.9,5070,2014-07-01,2013-08-01,24175,24164,,,,,,,,223.4,630.0,649.0,648.0,572.0,559.5,11.5,,,2.5,,,,1154.0,570.5,152.9,109.0,64.5,1165.0,80.0,3. M,3,3,4,1764.9,499.4
303,303,1274,178.0,188,2014-01-01,2013-07-01,24169,24163,,,,,,,26.0,24.0,11.5,29.0,28.5,33.0,26.0,,,,,,,,113.5,3.0,3.0,0.5,9.0,49.0,,4. P,4,2,10,55.0,26.0
304,304,1279,15.0,2,2013-07-01,2013-07-01,24163,24163,,,,,,,15.0,,,,,,,,,,,,,,,,,1.0,,14.0,,4. P,4,1,16,15.0,15.0
305,305,1281,8184.0,649,2014-02-01,2013-07-01,24170,24163,,,,,,,370.5,20.0,554.0,1182.0,866.5,2855.5,2235.5,100.0,,,,,,,0.5,1445.0,630.5,1920.5,3456.0,572.0,159.5,3. M,3,2,9,1538.0,370.5
306,306,1282,442.5,590,2013-11-01,2013-07-01,24167,24163,,,,,,,272.5,104.0,,34.0,32.0,,,,,,,,,,146.5,62.5,87.5,22.0,22.0,89.5,12.5,4. P,4,1,12,379.0,272.5
307,307,1283,841.5,732,2014-02-01,2013-07-01,24170,24163,,,,,,,108.5,257.0,184.0,69.5,71.5,60.0,89.0,2.0,,,,,,,81.5,185.0,460.5,8.0,,85.5,21.0,4. P,4,2,9,608.5,273.5
308,308,1284,157.0,45,2013-09-01,2013-07-01,24165,24163,,,,,,,72.0,10.0,75.0,,,,,,,,,,,,,100.6,56.4,,,,,4. P,4,1,14,157.0,82.0
309,309,1287,400.5,208,2013-08-01,2013-07-01,24164,24163,,,,,,,225.5,175.0,,,,,,,,,,,,,173.5,6.5,30.0,14.0,21.0,152.5,3.0,4. P,4,1,15,400.5,400.5
310,310,1290,55.0,15,2013-07-01,2013-07-01,24163,24163,,,,,,,55.0,,,,,,,,,,,,,,,2.5,,6.5,,46.0,,4. P,4,1,16,55.0,55.0
311,311,1299,147.5,116,2013-12-01,2013-07-01,24168,24163,,,,,,,14.5,62.5,60.0,7.5,2.0,1.0,,,,,,,,,,0.5,82.0,0.5,64.5,,,4. P,4,2,11,144.5,66.0
312,312,1300,119.0,26,2013-07-01,2013-07-01,24163,24163,,,,,,,119.0,,,,,,,,,,,,,,66.5,3.0,,,49.5,,,4. P,4,1,16,119.0,119.0
313,313,1303,342.0,99,2013-08-01,2013-07-01,24164,24163,,,,,,,293.0,49.0,,,,,,,,,,,,,,10.0,97.0,6.0,198.0,,31.0,4. P,4,1,15,342.0,293.0
314,314,1304,207.5,33,2013-11-01,2013-07-01,24167,24163,,,,,,,20.0,85.0,,15.0,87.5,,,,,,,,,,64.5,39.0,91.5,,,12.5,,4. P,4,1,12,120.0,20.0
315,315,1305,16.0,21,2013-07-01,2013-07-01,24163,24163,,,,,,,16.0,,,,,,,,,,,,,,,,7.5,,1.5,3.0,4.0,4. P,4,1,16,16.0,16.0
316,316,1308,24.0,12,2013-07-01,2013-07-01,24163,24163,,,,,,,24.0,,,,,,,,,,,,,,,,6.0,,2.0,15.0,1.0,4. P,4,1,16,24.0,24.0
317,317,1311,31.6,39,2013-07-01,2013-07-01,24163,24163,,,,,,,31.6,,,,,,,,,,,,,,,10.0,4.1,4.5,5.0,2.0,6.0,4. P,4,1,16,31.6,31.6
318,318,1312,2386.1,2425,2014-01-01,2013-07-01,24169,24163,,,,,,,34.0,276.5,658.5,466.6,446.0,258.0,246.5,,,,,,,,478.0,169.0,624.1,105.5,320.0,656.0,33.5,3. M,3,2,10,1275.5,232.5
319,319,1313,11.0,5,2013-09-01,2013-07-01,24165,24163,,,,,,,8.0,,3.0,,,,,,,,,,,,,4.0,7.0,,,,,4. P,4,1,14,11.0,8.0
320,320,1314,1437.75,449,2014-02-01,2013-07-01,24170,24163,,,,,,,40.0,72.5,682.0,123.0,163.75,40.0,314.5,2.0,,,,,,,192.5,35.5,173.25,34.0,807.0,118.0,77.5,4. P,4,2,9,892.5,89.5
321,321,1315,11359.0,1397,2014-02-01,2013-07-01,24170,24163,,,,,,,625.5,566.0,1602.0,2639.5,1149.5,2205.5,2490.0,81.0,,,,,,,4705.5,175.0,68.5,89.5,98.0,6198.5,24.0,2. G,2,2,9,3952.0,625.5
322,322,1316,1402.0,534,2014-02-01,2013-08-01,24170,24164,,,,,,,,121.5,132.0,142.0,413.0,346.5,236.0,11.0,,,,,,,,3.0,120.5,0.5,1199.0,2.0,77.0,4. P,4,2,9,462.0,157.5
323,323,1318,892.5,96,2013-08-01,2013-07-01,24164,24163,,,,,,,841.5,51.0,,,,,,,,,,,,,275.0,212.0,59.0,18.0,57.5,257.0,14.0,4. P,4,1,15,892.5,892.5
324,324,1320,164.0,54,2013-10-01,2013-07-01,24166,24163,,,,,,,28.5,40.5,74.0,21.0,,,,,,,,,,,,29.0,123.0,,9.0,3.0,,4. P,4,1,13,143.0,69.0
325,325,1321,678.0,847,2014-09-01,2013-07-01,24177,24163,,,,,,,52.0,260.5,,53.5,168.0,112.0,27.0,,,,,,5.0,,108.0,43.0,31.5,16.0,14.0,465.0,0.5,4. P,4,3,2,366.0,273.0
326,326,1323,30.0,4,2013-07-01,2013-07-01,24163,24163,,,,,,,30.0,,,,,,,,,,,,,,,22.0,8.0,,,,,4. P,4,1,16,30.0,30.0
327,327,1325,29.0,5,2013-08-01,2013-07-01,24164,24163,,,,,,,10.0,19.0,,,,,,,,,,,,,3.0,,16.0,,10.0,,,4. P,4,1,15,29.0,29.0
328,328,1326,228.5,31,2013-11-01,2013-11-01,24167,24167,,,,,,,,,,,228.5,,,,,,,,,,27.0,77.0,23.0,83.5,,18.0,,4. P,4,1,12,228.5,228.5
329,329,1328,382.5,49,2013-11-01,2013-07-01,24167,24163,,,,,,,322.0,50.5,,5.0,5.0,,,,,,,,,,295.5,10.0,,2.0,,75.0,,4. P,4,1,12,377.5,372.5
330,330,1329,537.3,639,2014-02-01,2013-07-01,24170,24163,,,,,,,11.5,59.0,75.5,43.3,31.0,286.5,27.5,3.0,,,,,,,269.5,45.8,70.0,13.5,71.5,67.0,,4. P,4,2,9,181.5,62.5
331,331,1331,20.0,12,2013-08-01,2013-07-01,24164,24163,,,,,,,1.5,18.5,,,,,,,,,,,,,,,11.5,5.0,,3.5,,4. P,4,1,15,20.0,20.0
332,332,1332,49.0,11,2013-07-01,2013-07-01,24163,24163,,,,,,,49.0,,,,,,,,,,,,,,,,49.0,,,,,4. P,4,1,16,49.0,49.0
333,333,1333,63.7,88,2013-08-01,2013-07-01,24164,24163,,,,,,,29.0,34.7,,,,,,,,,,,,,,2.0,61.7,,,,,4. P,4,1,15,63.7,63.7
334,334,1336,346.75,78,2014-05-01,2013-07-01,24173,24163,,,,,,,22.5,158.75,40.0,,,83.5,25.0,7.0,,10.0,,,,,,7.5,44.25,160.5,127.0,,7.5,4. P,4,2,6,221.25,175.25
335,335,1338,2340.0,364,2014-01-01,2013-07-01,24169,24163,,,,,,,50.0,304.0,704.5,441.5,275.5,266.5,298.0,,,,,,,,349.0,33.5,671.5,448.0,493.5,,344.5,3. M,3,2,10,1445.0,334.0
336,336,1339,6604.0,237,2014-07-01,2013-08-01,24175,24164,,,,,,,,340.0,1197.0,2192.0,2019.0,400.0,441.0,,,,15.0,,,,4105.0,,,,101.0,2398.0,,3. M,3,3,4,3674.0,340.0
337,337,1342,96.0,10,2013-10-01,2013-08-01,24166,24164,,,,,,,,60.0,9.0,27.0,,,,,,,,,,,86.0,,,,,10.0,,4. P,4,1,13,96.0,60.0
338,338,1346,37.5,12,2013-08-01,2013-08-01,24164,24164,,,,,,,,37.5,,,,,,,,,,,,,,8.0,29.5,,,,,4. P,4,1,15,37.5,37.5
339,339,1347,934.0,100,2013-10-01,2013-08-01,24166,24164,,,,,,,,471.0,307.0,156.0,,,,,,,,,,,256.0,75.0,135.0,5.0,225.0,238.0,,4. P,4,1,13,934.0,736.0
340,340,1348,25858.0,1377,2014-07-01,2013-08-01,24175,24164,,,,,,,,2518.5,2774.0,4953.0,1503.0,4037.0,9883.5,,,,189.0,,,,10690.0,940.5,541.5,2670.5,2605.0,7853.0,557.5,2. G,2,3,4,10846.5,2518.5
341,341,1349,657.5,430,2013-12-01,2013-08-01,24168,24164,,,,,,,,223.5,142.5,179.0,108.0,4.5,,,,,,,,,9.5,40.5,39.0,48.0,203.5,7.5,309.5,4. P,4,2,11,553.5,223.5
342,342,1350,14.0,4,2013-11-01,2013-09-01,24167,24165,,,,,,,,,7.0,3.5,3.5,,,,,,,,,,,7.0,7.0,,,,,4. P,4,1,12,14.0,7.0
343,343,1352,4047.0,1340,2014-02-01,2013-08-01,24170,24164,,,,,,,,736.0,1020.5,980.0,313.0,512.0,474.5,11.0,,,,,,,1787.0,55.0,150.0,80.0,87.5,1795.5,92.0,3. M,3,2,9,2736.5,847.5
344,344,1355,116.0,152,2014-01-01,2013-08-01,24169,24164,,,,,,,,17.5,2.0,30.5,17.5,26.0,22.5,,,,,,,,68.5,19.0,16.5,,1.5,10.5,,4. P,4,2,10,54.5,17.5
345,345,1359,3807.0,452,2013-12-01,2013-08-01,24168,24164,,,,,,,,1846.0,1037.0,30.0,828.0,66.0,,,,,,,,,2580.5,18.5,,61.5,53.5,1093.0,,3. M,3,2,11,2976.0,2058.5
346,346,1361,1738.0,319,2014-02-01,2013-08-01,24170,24164,,,,,,,,817.0,300.0,123.0,96.0,5.0,342.0,55.0,,,,,,,874.0,41.0,762.0,5.0,,56.0,,3. M,3,2,9,1240.0,830.0
347,347,1362,1994.5,331,2013-08-01,2013-08-01,24164,24164,,,,,,,,1994.5,,,,,,,,,,,,,1517.0,2.0,266.5,,64.0,143.0,2.0,3. M,3,1,15,1994.5,1994.5
348,348,1364,16991.5,597,2014-02-01,2013-08-01,24170,24164,,,,,,,,1058.5,662.0,2689.0,3882.0,6284.5,2195.5,220.0,,,,,,,8969.5,184.5,1216.0,546.5,507.0,5533.0,35.0,2. G,2,2,9,5669.5,1058.5
349,349,1365,20.0,36,2014-01-01,2013-10-01,24169,24166,,,,,,,,,,6.0,,3.0,11.0,,,,,,,,3.5,,7.0,,8.0,1.5,,4. P,4,2,10,9.0,6.0
350,350,1366,9.5,12,2013-09-01,2013-08-01,24165,24164,,,,,,,,7.5,2.0,,,,,,,,,,,,,,4.5,,2.0,2.0,1.0,4. P,4,1,14,9.5,9.5
351,351,1367,324.4,81,2013-09-01,2013-08-01,24165,24164,,,,,,,,253.9,70.5,,,,,,,,,,,,6.0,2.5,282.4,8.5,4.5,1.0,19.5,4. P,4,1,14,324.4,294.4
352,352,1369,2734.9,719,2014-02-01,2013-08-01,24170,24164,,,,,,,,546.6,959.3,,,,1164.5,64.5,,,,,,,,862.5,496.4,1188.5,77.5,,110.0,3. M,3,2,9,1505.9,1195.4
353,353,1370,285.0,31,2013-08-01,2013-08-01,24164,24164,,,,,,,,285.0,,,,,,,,,,,,,5.0,100.0,,,,180.0,,4. P,4,1,15,285.0,285.0
354,354,1371,104.0,23,2014-01-01,2013-08-01,24169,24164,,,,,,,,10.0,10.0,16.0,,34.5,33.5,,,,,,,,23.0,,25.5,14.0,5.5,36.0,,4. P,4,2,10,36.0,20.0
355,355,1372,294.0,64,2013-12-01,2013-08-01,24168,24164,,,,,,,,22.5,219.5,,24.0,28.0,,,,,,,,,,7.0,208.5,3.0,75.5,,,4. P,4,2,11,242.0,150.0
356,356,1374,195.0,81,2013-09-01,2013-08-01,24165,24164,,,,,,,,82.5,112.5,,,,,,,,,,,,1.5,5.0,57.0,93.5,18.0,20.0,,4. P,4,1,14,195.0,117.0
357,357,1376,48.5,56,2014-01-01,2013-08-01,24169,24164,,,,,,,,4.5,,40.5,,1.5,2.0,,,,,,,,22.0,10.0,12.5,,2.5,1.5,,4. P,4,2,10,45.0,4.5
358,358,1378,97.0,35,2013-08-01,2013-08-01,24164,24164,,,,,,,,97.0,,,,,,,,,,,,,13.0,,73.0,,,11.0,,4. P,4,1,15,97.0,97.0
359,359,1379,238.5,259,2013-09-01,2013-08-01,24165,24164,,,,,,,,148.0,90.5,,,,,,,,,,,,8.5,,42.5,56.5,99.5,6.0,25.5,4. P,4,1,14,238.5,238.5
360,360,1380,578.5,188,2014-01-01,2013-08-01,24169,24164,,,,,,,,165.0,200.0,38.0,61.0,56.0,58.5,,,,,,,,14.0,281.2,231.8,,20.5,31.0,,4. P,4,2,10,415.0,344.0
361,361,1381,44.0,17,2013-08-01,2013-08-01,24164,24164,,,,,,,,44.0,,,,,,,,,,,,,3.0,,2.5,26.5,0.5,2.0,9.5,4. P,4,1,15,44.0,44.0
362,362,1382,15.0,1,2013-08-01,2013-08-01,24164,24164,,,,,,,,15.0,,,,,,,,,,,,,,,,,15.0,,,4. P,4,1,15,15.0,15.0
363,363,1385,64.7,18,2013-08-01,2013-08-01,24164,24164,,,,,,,,64.7,,,,,,,,,,,,,5.0,15.0,37.2,0.5,5.0,2.0,,4. P,4,1,15,64.7,64.7
364,364,1386,88.5,66,2013-12-01,2013-08-01,24168,24164,,,,,,,,24.5,,31.5,31.5,1.0,,,,,,,,,,26.0,27.0,14.5,8.0,,13.0,4. P,4,2,11,87.5,24.5
365,365,1393,93.5,36,2013-08-01,2013-08-01,24164,24164,,,,,,,,93.5,,,,,,,,,,,,,26.0,,55.0,10.5,,2.0,,4. P,4,1,15,93.5,93.5
366,366,1394,3773.0,1226,2014-02-01,2013-08-01,24170,24164,,,,,,,,1452.0,1854.0,18.0,106.0,,332.5,10.5,,,,,,,2021.0,7.0,18.0,38.5,1653.5,32.5,2.5,3. M,3,2,9,3344.0,2747.0
